longitude,latitude,distance_km,post-Ogallala,Ogallala Group,pre-Ogallala,Hell Creek Formation,Fox Hills Formation,Pierre Shale,Niobrara Formation,Carlile Shale,Greenhorn Limestone,Belle Fourche Shale,Mowry Shale,Skull Creek Shale,Inyan Kara Group,Morrison Formation,Sundance Formation,Spearfish Formation,Minnekahta Formation,Minnelusa Formation,Madison Group,Three Forks Shale,Stony Mountain Formation,Red River Formation,Deadwood Formation,Precambrian basement,Tertiary intrusive
-103.37765531062125,43.15,5.884685919589725,,,,,,1095.35693359375,918.9356689453125,837.5386352539062,722.8876342773438,707.9403686523438,587.9319458007812,474.25341796875,402.7076721191406,361.0987854003906,236.87445068359375,142.76956176757812,49.5326042175293,-8.480142593383789,-205.4921875,,,,-284.4710388183594,-313.40814208984375,
-103.37384769539078,43.15,6.19440623114708,,,,,,1088.7904052734375,917.8713989257812,836.5431518554688,722.043212890625,707.0986938476562,587.0947265625,473.5972595214844,401.99005126953125,360.43267822265625,236.68386840820312,143.64845275878906,49.37457275390625,-8.637447357177734,-207.7876739501953,,,,-286.6112976074219,-314.7320556640625,
-103.37004008016032,43.15,6.504126542704434,,,,,,1095.7862548828125,910.0009155273438,827.0455322265625,713.5084228515625,698.53125,578.5025634765625,470.37127685546875,398.124755859375,357.21575927734375,232.55648803710938,139.80862426757812,45.288455963134766,-12.72230052947998,-212.34423828125,,,,-290.63739013671875,-316.83453369140625,
-103.36623246492987,43.15,6.813846854261787,,,,,,1102.3187255859375,907.2098388671875,824.0653686523438,711.770751953125,696.7871704101562,576.75927734375,470.1463317871094,397.87811279296875,356.95867919921875,232.52818298339844,140.3637237548828,45.265079498291016,-12.744915008544922,-214.3713836669922,,,,-292.5001525878906,-317.9609680175781,
-103.36242484969941,43.15,7.123567165819142,,,,,,1101.2225341796875,903.9501953125,820.5216064453125,709.6474609375,694.656494140625,574.626220703125,470.0354309082031,397.7303466796875,356.800537109375,232.43936157226562,140.92034912109375,45.23944091796875,-12.769841194152832,-216.33163452148438,,,,-296.0191650390625,-319.9241943359375,
-103.35861723446894,43.15,7.433287477376496,,,,,,1091.3802490234375,897.0499877929688,812.8531494140625,705.158203125,690.1570434570312,570.125244140625,470.22882080078125,397.6949462890625,356.8804626464844,232.3704833984375,141.99111938476562,45.17540740966797,-12.831300735473633,-220.06512451171875,,,,-297.67767333984375,-320.7789001464844,
-103.35480961923848,43.15,7.743007788933849,,,,,,1086.1788330078125,893.7536010742188,809.0870971679688,702.9051513671875,687.9013671875,567.8699340820312,470.4986267089844,398.0621643066406,357.11358642578125,232.3129119873047,142.49295043945312,45.09513854980469,-12.911619186401367,-221.84117126464844,,,,-299.2664794921875,-321.5477600097656,
-103.35100200400802,43.15,8.052728100491205,,,,,,1082.004638671875,890.6383666992188,805.5181884765625,700.7413330078125,685.7366943359375,565.7088012695312,470.8594970703125,398.43914794921875,357.4822692871094,232.2522735595703,142.95372009277344,44.99160385131836,-13.014577865600586,-223.55760192871094,,,,-300.75860595703125,-322.2124938964844,
-103.34719438877755,43.15,8.362448412048558,,,,,,1079.9716796875,887.8174438476562,802.1911010742188,698.6444702148438,683.64013671875,563.6151123046875,471.32025146484375,398.95599365234375,357.9920959472656,232.0330047607422,143.3900604248047,44.86207962036133,-13.142683029174805,-225.21270751953125,,,,-303.5860290527344,-323.23297119140625,
-103.3433867735471,43.15,8.672168723605912,,,,,,1073.4024658203125,882.6837158203125,795.9970092773438,694.424072265625,679.4480590820312,559.8900756835938,472.71856689453125,399.62872314453125,359.513916015625,231.87571716308594,144.15599060058594,44.48622131347656,-13.517973899841309,-228.39849853515625,,,,-304.9102783203125,-323.6020202636719,
-103.33957915831664,43.15,8.981889035163265,,,,,,1070.94287109375,879.8588256835938,792.587158203125,691.736083984375,676.7371826171875,558.3341064453125,473.6624755859375,401.48101806640625,360.507568359375,231.7216339111328,144.48434448242188,44.22124481201172,-13.782498359680176,-229.9226531982422,,,,-306.1705322265625,-323.8784484863281,
-103.33577154308618,43.15,9.29160934672062,,,,,,1070.3121337890625,877.1620483398438,789.2755737304688,689.1182250976562,674.115966796875,556.944091796875,474.76324462890625,402.620849609375,361.6444091796875,231.54737854003906,144.7548065185547,43.910377502441406,-14.093252182006836,-231.37939453125,,,,-307.3490295410156,-324.036376953125,
-103.33196392785571,43.15,9.601329658277974,,,,,,1067.020263671875,873.8365478515625,784.5269775390625,683.6683349609375,668.6502075195312,552.09814453125,475.1791076660156,403.0655517578125,362.10003662109375,229.26434326171875,142.4687042236328,41.21096420288086,-16.79218292236328,-233.5212860107422,,,,-309.0487365722656,-324.3075256347656,
-103.32815631262525,43.15,9.911049969835327,,,,,,1063.9666748046875,869.9420776367188,779.3106689453125,679.6355590820312,664.6341552734375,550.4973754882812,478.1728515625,404.52032470703125,365.11090087890625,229.06959533691406,142.78482055664062,40.569969177246094,-17.433116912841797,-235.98777770996094,,,,-310.8866882324219,-323.9169921875,
-103.3243486973948,43.15,10.220770281392682,,,,,,1066.6295166015625,868.4026489257812,777.1133422851562,677.9182739257812,662.917724609375,549.9259033203125,479.81976318359375,406.07501220703125,366.76025390625,228.91952514648438,143.33851623535156,40.17973327636719,-17.82330894470215,-237.1422119140625,,,,-311.6975402832031,-323.52508544921875,
-103.32054108216433,43.15,10.530490592950036,,,,,,1069.863037109375,867.0982666015625,775.0783081054688,676.3617553710938,661.3612670898438,549.5302734375,481.570068359375,409.46728515625,368.50714111328125,228.75506591796875,143.57908630371094,39.73101043701172,-18.271852493286133,-238.2482147216797,,,,-312.4338684082031,-323.0121765136719,
-103.31673346693387,43.15,10.84021090450739,,,,,,1072.21337890625,865.9971313476562,773.2223510742188,674.9566650390625,659.956298828125,549.2644653320312,483.38494873046875,411.2673034667969,370.3111267089844,228.58270263671875,143.7974395751953,39.23135757446289,-18.771711349487305,-239.3068389892578,,,,-313.0970458984375,-322.37841796875,
-103.31292585170341,43.15,11.149931216064743,,,,,,1075.8731689453125,865.0596923828125,771.5479125976562,673.705078125,658.7047119140625,549.1055908203125,485.24505615234375,413.1000671386719,372.149169921875,228.26092529296875,143.96746826171875,38.689083099365234,-19.314472198486328,-240.31350708007812,,,,-314.0978698730469,-320.69195556640625,
-103.30911823647295,43.15,11.459651527622098,,,,,,1062.848388671875,863.5703125,768.660400390625,671.588623046875,656.587890625,549.0608520507812,489.0494079589844,414.9457702636719,375.8478698730469,228.09829711914062,144.37152099609375,37.517112731933594,-20.48784828186035,-242.0919189453125,,,,-314.4122619628906,-319.6269836425781,
-103.30531062124248,43.15,11.76937183917945,,,,,,1062.4024658203125,862.9217529296875,767.3592529296875,670.6286010742188,655.6423950195312,549.156494140625,490.9480285644531,418.5373229980469,377.60675048828125,227.9840545654297,144.6312713623047,36.93088150024414,-21.074913024902344,-242.83265686035156,,,,-314.5545654296875,-318.42681884765625,
-103.30150300601203,43.15,12.079092150736805,,,,,,1057.605712890625,862.0859985351562,766.0767822265625,669.7189331054688,654.6953735351562,549.2167358398438,492.7375183105469,420.0765380859375,379.16058349609375,227.99322509765625,144.9608154296875,36.40427017211914,-21.60306739807129,-243.43568420410156,,,,-314.4681091308594,-317.0998840332031,
-103.29769539078157,43.15,12.38881246229416,,,,,,1061.8052978515625,860.7086181640625,764.6215209960938,668.5255126953125,653.5316162109375,548.9915771484375,494.1717224121094,421.22711181640625,380.32574462890625,228.1992645263672,145.4082489013672,35.98324966430664,-22.02531623840332,-243.80453491210938,,,,-312.74322509765625,-314.0249938964844,
-103.2938877755511,43.15,12.698532773851515,,,,,,1063.84228515625,854.7604370117188,759.16845703125,663.7208251953125,648.6753540039062,546.2738037109375,494.5960693359375,421.80413818359375,380.67236328125,229.2506561279297,146.0880584716797,35.573638916015625,-22.433467864990234,-243.55264282226562,,,,-310.9530029296875,-312.2608642578125,
